Sample Name	Extract Name	Protocol REF	Protocol REF	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Hybridization Assay Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Protocol REF	Normalization Name	Derived Array Data File	Protocol REF	Parameter Value[Raw Intensities Table]	Parameter Value[Normalized Expression Table]	Parameter Value[differential expression analysis data]
GSM575961 extract 1	GSM575961 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575961 LE 1	Cy3			nucleic acid hybridization	GSM575961	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575961.txt	normalization data transformation	GSM575961_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575960 extract 1	GSM575960 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575960 LE 1	Cy3			nucleic acid hybridization	GSM575960	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575960.txt	normalization data transformation	GSM575960_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575959 extract 1	GSM575959 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575959 LE 1	Cy3			nucleic acid hybridization	GSM575959	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575959.txt	normalization data transformation	GSM575959_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575958 extract 1	GSM575958 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575958 LE 1	Cy3			nucleic acid hybridization	GSM575958	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575958.txt	normalization data transformation	GSM575958_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575957 extract 1	GSM575957 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575957 LE 1	Cy3			nucleic acid hybridization	GSM575957	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575957.txt	normalization data transformation	GSM575957_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575956 extract 1	GSM575956 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575956 LE 1	Cy3			nucleic acid hybridization	GSM575956	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575956.txt	normalization data transformation	GSM575956_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575955 extract 1	GSM575955 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575955 LE 1	Cy3			nucleic acid hybridization	GSM575955	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575955.txt	normalization data transformation	GSM575955_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575954 extract 1	GSM575954 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575954 LE 1	Cy3			nucleic acid hybridization	GSM575954	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575954.txt	normalization data transformation	GSM575954_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575953 extract 1	GSM575953 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575953 LE 1	Cy3			nucleic acid hybridization	GSM575953	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575953.txt	normalization data transformation	GSM575953_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575952 extract 1	GSM575952 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575952 LE 1	Cy3			nucleic acid hybridization	GSM575952	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575952.txt	normalization data transformation	GSM575952_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575951 extract 1	GSM575951 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575951 LE 1	Cy3			nucleic acid hybridization	GSM575951	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575951.txt	normalization data transformation	GSM575951_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575950 extract 1	GSM575950 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575950 LE 1	Cy3			nucleic acid hybridization	GSM575950	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575950.txt	normalization data transformation	GSM575950_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575949 extract 1	GSM575949 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575949 LE 1	Cy3			nucleic acid hybridization	GSM575949	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575949.txt	normalization data transformation	GSM575949_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575948 extract 1	GSM575948 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575948 LE 1	Cy3			nucleic acid hybridization	GSM575948	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575948.txt	normalization data transformation	GSM575948_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575947 extract 1	GSM575947 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575947 LE 1	Cy3			nucleic acid hybridization	GSM575947	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575947.txt	normalization data transformation	GSM575947_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575946 extract 1	GSM575946 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575946 LE 1	Cy3			nucleic acid hybridization	GSM575946	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575946.txt	normalization data transformation	GSM575946_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575945 extract 1	GSM575945 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575945 LE 1	Cy3			nucleic acid hybridization	GSM575945	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575945.txt	normalization data transformation	GSM575945_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575944 extract 1	GSM575944 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575944 LE 1	Cy3			nucleic acid hybridization	GSM575944	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575944.txt	normalization data transformation	GSM575944_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575943 extract 1	GSM575943 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575943 LE 1	Cy3			nucleic acid hybridization	GSM575943	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575943.txt	normalization data transformation	GSM575943_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575942 extract 1	GSM575942 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575942 LE 1	Cy3			nucleic acid hybridization	GSM575942	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575942.txt	normalization data transformation	GSM575942_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575941 extract 1	GSM575941 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575941 LE 1	Cy3			nucleic acid hybridization	GSM575941	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575941.txt	normalization data transformation	GSM575941_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575940 extract 1	GSM575940 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575940 LE 1	Cy3			nucleic acid hybridization	GSM575940	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575940.txt	normalization data transformation	GSM575940_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575939 extract 1	GSM575939 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575939 LE 1	Cy3			nucleic acid hybridization	GSM575939	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575939.txt	normalization data transformation	GSM575939_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575938 extract 1	GSM575938 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575938 LE 1	Cy3			nucleic acid hybridization	GSM575938	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575938.txt	normalization data transformation	GSM575938_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575937 extract 1	GSM575937 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575937 LE 1	Cy3			nucleic acid hybridization	GSM575937	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575937.txt	normalization data transformation	GSM575937_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575936 extract 1	GSM575936 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575936 LE 1	Cy3			nucleic acid hybridization	GSM575936	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575936.txt	normalization data transformation	GSM575936_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575935 extract 1	GSM575935 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575935 LE 1	Cy3			nucleic acid hybridization	GSM575935	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575935.txt	normalization data transformation	GSM575935_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575934 extract 1	GSM575934 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575934 LE 1	Cy3			nucleic acid hybridization	GSM575934	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575934.txt	normalization data transformation	GSM575934_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575933 extract 1	GSM575933 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575933 LE 1	Cy3			nucleic acid hybridization	GSM575933	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575933.txt	normalization data transformation	GSM575933_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575932 extract 1	GSM575932 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575932 LE 1	Cy3			nucleic acid hybridization	GSM575932	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575932.txt	normalization data transformation	GSM575932_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575931 extract 1	GSM575931 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575931 LE 1	Cy3			nucleic acid hybridization	GSM575931	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575931.txt	normalization data transformation	GSM575931_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575930 extract 1	GSM575930 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575930 LE 1	Cy3			nucleic acid hybridization	GSM575930	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575930.txt	normalization data transformation	GSM575930_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575929 extract 1	GSM575929 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575929 LE 1	Cy3			nucleic acid hybridization	GSM575929	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575929.txt	normalization data transformation	GSM575929_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575928 extract 1	GSM575928 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575928 LE 1	Cy3			nucleic acid hybridization	GSM575928	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575928.txt	normalization data transformation	GSM575928_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575927 extract 1	GSM575927 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575927 LE 1	Cy3			nucleic acid hybridization	GSM575927	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575927.txt	normalization data transformation	GSM575927_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575926 extract 1	GSM575926 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575926 LE 1	Cy3			nucleic acid hybridization	GSM575926	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575926.txt	normalization data transformation	GSM575926_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575925 extract 1	GSM575925 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575925 LE 1	Cy3			nucleic acid hybridization	GSM575925	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575925.txt	normalization data transformation	GSM575925_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575924 extract 1	GSM575924 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575924 LE 1	Cy3			nucleic acid hybridization	GSM575924	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575924.txt	normalization data transformation	GSM575924_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575923 extract 1	GSM575923 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575923 LE 1	Cy3			nucleic acid hybridization	GSM575923	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575923.txt	normalization data transformation	GSM575923_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575922 extract 1	GSM575922 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575922 LE 1	Cy3			nucleic acid hybridization	GSM575922	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575922.txt	normalization data transformation	GSM575922_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575921 extract 1	GSM575921 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575921 LE 1	Cy3			nucleic acid hybridization	GSM575921	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575921.txt	normalization data transformation	GSM575921_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
GSM575920 extract 1	GSM575920 extract 1	Nucleic Acid Extraction Protocol	Labeling	GSM575920 LE 1	Cy3			nucleic acid hybridization	GSM575920	AGILENT WholeGenome 4x44k v1	feature extraction	data collection	GLDS-155_microarray_GSM575920.txt	normalization data transformation	GSM575920_sample_table.txt norm	GLDS-155_microarray_E-GEOD-23515.processed.1.zip	GeneLab microarray data processing protocol	GLDS-155_array_raw_intensities_GLmicroarray.csv	GLDS-155_array_normalized_expression_GLmicroarray.csv	GLDS-155_array_SampleTable_GLmicroarray.csv,GLDS-155_array_contrasts_GLmicroarray.csv,GLDS-155_array_differential_expression_GLmicroarray.csv
